grid_id,経度,緯度,市役所からの距離_m,DEM地表種別,標高_m,最近接河川,河川からの距離_m,内水浸水ランク,内水想定浸水深,外水浸水ランク_num,外水想定浸水深,最大ランク河川
203,132.4374981,34.3799482,1739.3,地表面,0.44,天満川,231.4,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
204,132.4374844,34.3803987,1724.1,地表面,0.64,天満川,204.7,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
205,132.4374706,34.3808492,1710.3,地表面,0.74,天満川,177.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
206,132.4374569,34.3812996,1697.8,地表面,0.74,天満川,150.4,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
207,132.4374432,34.3817501,1686.7,地表面,0.84,天満川,122.2,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
208,132.4374294,34.3822006,1677.1,地表面,1.24,天満川,94.6,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
209,132.4374157,34.382651,1668.8,地表面,3.84,天満川,66.3,01,0.01～0.19m,0,想定区域外,
210,132.437402,34.3831015,1662.1,地表面,2.24,天満川,31.6,00,想定区域外,0,想定区域外,
211,132.4373882,34.383552,1656.8,内水面,0.44,天満川,1.8,00,想定区域外,0,想定区域外,
212,132.4373745,34.3840024,1653.0,内水面,0.44,天満川,18.1,00,想定区域外,0,想定区域外,
213,132.4373608,34.3844529,1650.8,内水面,0.44,天満川,24.2,00,想定区域外,0,想定区域外,
214,132.437347,34.3849033,1650.0,内水面,0.44,天満川,23.8,00,想定区域外,0,想定区域外,
215,132.4373333,34.3853538,1650.8,内水面,0.44,天満川,29.2,00,想定区域外,0,想定区域外,
216,132.4373196,34.3858043,1653.0,内水面,0.44,天満川,49.4,00,想定区域外,0,想定区域外,
217,132.4373058,34.3862547,1656.8,地表面,1.64,天満川,81.9,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
218,132.4372921,34.3867052,1662.1,地表面,1.24,天満川,120.7,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
219,132.4372784,34.3871557,1668.8,地表面,1.44,天満川,161.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
220,132.4372646,34.3876061,1677.1,地表面,0.94,天満川,203.3,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
221,132.4372509,34.3880566,1686.7,地表面,1.14,天満川,244.7,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
222,132.4372371,34.3885071,1697.8,地表面,1.54,天満川,286.3,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
223,132.4372234,34.3889575,1710.3,地表面,1.24,天満川,328.2,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
224,132.4372097,34.389408,1724.1,地表面,1.44,天満川,370.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
225,132.4371959,34.3898585,1739.3,地表面,1.24,天満川,409.4,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
226,132.4371822,34.3903089,1755.7,地表面,1.04,天満川,447.2,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
227,132.4371685,34.3907594,1773.4,地表面,1.54,天満川,485.0,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
228,132.4371547,34.3912099,1792.3,地表面,1.14,天満川,523.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
229,132.437141,34.3916603,1812.5,地表面,1.64,天満川,536.3,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
230,132.4371272,34.3921108,1833.7,地表面,1.74,天満川,548.5,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
231,132.4371135,34.3925613,1856.1,地表面,2.04,天満川,559.4,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
232,132.4370998,34.3930117,1879.5,地表面,1.74,天満川,567.3,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
233,132.437086,34.3934622,1903.9,地表面,2.04,天満川,575.1,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
234,132.4370723,34.3939126,1929.4,地表面,2.44,天満川,582.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
235,132.4370585,34.3943631,1955.8,地表面,2.24,天満川,587.5,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
236,132.4370448,34.3948136,1983.1,地表面,2.34,太田川,569.1,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
237,132.4382198,34.3741035,2000.0,地表面,0.54,旧太田川,377.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
238,132.4382061,34.374554,1970.4,地表面,1.14,旧太田川,386.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
239,132.4381924,34.3750045,1941.6,地表面,0.34,旧太田川,395.7,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
240,132.4381787,34.3754549,1913.8,地表面,0.84,旧太田川,407.9,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
241,132.4381649,34.3759054,1886.8,地表面,0.44,旧太田川,420.6,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
242,132.4381512,34.3763559,1860.8,地表面,0.44,旧太田川,433.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
243,132.4381375,34.3768063,1835.8,地表面,-0.16,旧太田川,446.0,03,0.50～0.99m,3,3.0～5.0m未満,天満川・太田川・旧太田川
244,132.4381238,34.3772568,1811.8,地表面,0.44,天満川,432.3,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
245,132.43811,34.3777073,1788.9,地表面,0.54,天満川,405.7,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
246,132.4380963,34.3781577,1767.1,地表面,0.34,天満川,379.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
247,132.4380826,34.3786082,1746.4,地表面,0.74,天満川,353.2,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
248,132.4380689,34.3790587,1727.0,地表面,0.54,天満川,326.8,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
249,132.4380551,34.3795091,1708.8,地表面,0.74,天満川,300.3,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
250,132.4380414,34.3799596,1691.9,地表面,0.34,天満川,273.8,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
251,132.4380277,34.3804101,1676.3,地表面,0.54,天満川,246.7,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
252,132.4380139,34.3808605,1662.1,地表面,0.34,天満川,219.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
253,132.4380002,34.381311,1649.2,地表面,0.34,天満川,191.7,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
254,132.4379865,34.3817615,1637.8,地表面,0.74,天満川,163.6,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
255,132.4379728,34.3822119,1627.9,地表面,0.64,天満川,136.6,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
256,132.437959,34.3826624,1619.4,地表面,0.64,天満川,102.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
257,132.4379453,34.3831129,1612.5,地表面,0.94,天満川,71.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
258,132.4379316,34.3835633,1607.0,地表面,3.44,天満川,46.2,00,想定区域外,0,想定区域外,
259,132.4379178,34.3840138,1603.1,内水面,0.44,天満川,30.5,00,想定区域外,0,想定区域外,
260,132.4379041,34.3844643,1600.8,内水面,0.44,天満川,25.8,00,想定区域外,0,想定区域外,
261,132.4378904,34.3849147,1600.0,内水面,0.44,天満川,26.2,00,想定区域外,0,想定区域外,
262,132.4378766,34.3853652,1600.8,内水面,0.44,天満川,18.5,00,想定区域外,0,想定区域外,
263,132.4378629,34.3858157,1603.1,内水面,0.44,天満川,11.3,00,想定区域外,0,想定区域外,
264,132.4378492,34.3862661,1607.0,地表面,2.84,天満川,51.0,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
265,132.4378355,34.3867166,1612.5,地表面,1.04,天満川,92.4,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
266,132.4378217,34.3871671,1619.4,地表面,1.14,天満川,133.9,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
267,132.437808,34.3876175,1627.9,地表面,1.34,天満川,175.3,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
268,132.4377943,34.388068,1637.8,地表面,1.14,天満川,217.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
269,132.4377805,34.3885185,1649.2,地表面,1.14,天満川,259.0,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
270,132.4377668,34.3889689,1662.1,地表面,1.04,天満川,300.9,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
271,132.4377531,34.3894194,1676.3,地表面,1.24,天満川,338.8,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
272,132.4377393,34.3898698,1691.9,地表面,1.34,天満川,376.6,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
273,132.4377256,34.3903203,1708.8,地表面,1.04,天満川,414.5,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
274,132.4377118,34.3907708,1727.0,地表面,1.04,天満川,452.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
275,132.4376981,34.3912212,1746.4,地表面,1.14,天満川,478.3,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
276,132.4376844,34.3916717,1767.1,地表面,1.34,天満川,487.5,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
277,132.4376706,34.3921222,1788.9,地表面,1.54,天満川,500.2,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
278,132.4376569,34.3925726,1811.8,地表面,1.74,天満川,510.0,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
279,132.4376432,34.3930231,1835.8,地表面,1.94,天満川,517.9,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
280,132.4376294,34.3934736,1860.8,地表面,1.64,天満川,525.7,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
281,132.4376157,34.393924,1886.8,地表面,1.84,天満川,532.6,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
282,132.437602,34.3943745,1913.8,地表面,2.24,天満川,537.7,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
283,132.4375882,34.394825,1941.6,地表面,2.34,天満川,530.9,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
284,132.4375745,34.3952754,1970.4,地表面,2.54,天満川,517.3,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
285,132.4375607,34.3957259,2000.0,地表面,2.54,天満川,504.7,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
286,132.4387768,34.3736645,1991.2,地表面,0.44,旧太田川,319.0,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
287,132.4387631,34.3741149,1960.2,地表面,0.64,旧太田川,328.2,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
288,132.4387494,34.3745654,1930.0,地表面,0.74,旧太田川,337.3,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
289,132.4387357,34.3750159,1900.7,地表面,0.34,旧太田川,346.9,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
290,132.438722,34.3754663,1872.2,地表面,0.14,旧太田川,359.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
291,132.4387082,34.3759168,1844.6,地表面,0.24,旧太田川,372.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
292,132.4386945,34.3763673,1818.0,地表面,0.64,旧太田川,384.9,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
293,132.4386808,34.3768177,1792.3,地表面,0.34,旧太田川,397.7,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
294,132.4386671,34.3772682,1767.8,地表面,0.54,旧太田川,410.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
295,132.4386533,34.3777187,1744.3,地表面,0.64,旧太田川,423.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
296,132.4386396,34.3781691,1721.9,地表面,0.44,天満川,422.0,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
297,132.4386259,34.3786196,1700.7,地表面,0.44,天満川,395.7,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
298,132.4386122,34.3790701,1680.8,地表面,0.74,天満川,369.2,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
299,132.4385984,34.3795205,1662.1,地表面,0.74,天満川,342.7,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
300,132.4385847,34.379971,1644.7,地表面,0.54,天満川,315.8,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
301,132.438571,34.3804215,1628.6,地表面,0.44,天満川,288.6,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
302,132.4385573,34.3808719,1614.0,地表面,0.64,天満川,261.2,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
303,132.4385435,34.3813224,1600.8,地表面,0.74,天満川,232.9,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
304,132.4385298,34.3817729,1589.0,地表面,0.74,天満川,205.8,01,0.01～0.19m,3,3.0～5.0m未満,天満川・太田川・旧太田川
305,132.4385161,34.3822233,1578.8,地表面,0.44,天満川,172.9,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
306,132.4385024,34.3826738,1570.0,地表面,1.04,天満川,140.5,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
307,132.4384886,34.3831243,1562.8,地表面,1.34,天満川,113.4,02,0.20～0.49m,3,3.0～5.0m未満,天満川・太田川・旧太田川
308,132.4384749,34.3835747,1557.2,地表面,1.14,天満川,92.5,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
309,132.4384612,34.3840252,1553.2,地表面,2.54,天満川,79.6,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
310,132.4384475,34.3844756,1550.8,地表面,2.94,天満川,75.8,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
311,132.4384337,34.3849261,1550.0,地表面,2.34,天満川,76.2,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
312,132.43842,34.3853766,1550.8,地表面,2.94,天満川,59.3,00,想定区域外,2,0.5～3.0m未満,天満川・太田川・旧太田川
313,132.4384063,34.385827,1553.2,内水面,0.44,天満川,18.4,00,想定区域外,0,想定区域外,
314,132.4383925,34.3862775,1557.2,内水面,0.44,天満川,23.0,00,想定区域外,0,想定区域外,
315,132.4383788,34.386728,1562.8,地表面,1.34,天満川,64.4,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
316,132.4383651,34.3871784,1570.0,地表面,1.34,天満川,106.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
317,132.4383514,34.3876289,1578.8,地表面,1.14,天満川,147.9,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
318,132.4383376,34.3880794,1589.0,地表面,1.24,天満川,189.8,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
319,132.4383239,34.3885298,1600.8,地表面,1.04,天満川,230.5,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
320,132.4383102,34.3889803,1614.0,地表面,0.84,天満川,268.3,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
321,132.4382964,34.3894308,1628.6,地表面,1.14,天満川,306.1,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
322,132.4382827,34.3898812,1644.7,地表面,1.24,天満川,344.0,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
323,132.438269,34.3903317,1662.1,地表面,1.84,天満川,382.7,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
324,132.4382552,34.3907822,1680.8,地表面,1.14,天満川,423.6,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
325,132.4382415,34.3912326,1700.7,地表面,1.74,天満川,428.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
326,132.4382278,34.3916831,1721.9,地表面,1.34,天満川,439.0,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
327,132.438214,34.3921336,1744.3,地表面,1.94,天満川,451.8,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
328,132.4382003,34.392584,1767.8,地表面,1.74,天満川,460.6,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
329,132.4381866,34.3930345,1792.3,地表面,1.44,天満川,468.5,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
330,132.4381728,34.393485,1818.0,地表面,1.84,天満川,476.3,02,0.20～0.49m,4,5.0～10.0m未満,天満川・太田川・旧太田川
331,132.4381591,34.3939354,1844.6,地表面,1.94,天満川,482.8,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
332,132.4381454,34.3943859,1872.2,地表面,1.84,天満川,488.0,01,0.01～0.19m,4,5.0～10.0m未満,天満川・太田川・旧太田川
333,132.4381316,34.3948364,1900.7,地表面,2.04,天満川,483.5,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
334,132.4381179,34.3952868,1930.0,地表面,2.44,天満川,469.1,00,想定区域外,4,5.0～10.0m未満,天満川・太田川・旧太田川
335,132.4381042,34.3957373,1960.2,地表面,3.04,天満川,456.1,00,想定区域外,3,3.0～5.0m未満,天満川・太田川・旧太田川
